year,pnum,nestbox,clear_date,missing_entire_brood,suspected_predation,lay_date,april_lay_date,lay_date_visit_interval,laying_rate,incubation_started,num_broken_eggs,hatch_date,april_hatch_date,incubation_duration,total_egg_weight,num_eggs_weighed,clutch_size,num_chicks,num_chicks_ringed,april_ring_date,ring_day,num_live_chicks,num_dead_chicks,num_fledglings,mean_chick_weight,father,mother,resident,natal_box,year_born,bto_age,age,x,y,type,poly,edge_edi,altitude_m,aspect,northness,habitat_type,soil_type,recorded,total_recordings,missing_recordings,first_recorded,last_recorded,delay,n_vocalisations,repertoire_size
2021,20211MP65,MP65,2021-06-16,,,,,,,,0,,,,,,,,0,,,,0,0,,,,,,,,,448602.72,206929.76,G,1374.16,22.1312,63.8915,87.7976,0.038429666,3.0,3.0,True,15,0,2021-03-31,2021-04-02,,0,
2021,20211MP66,MP66,2021-05-31,,,2021-04-12,12.0,4.0,1.0,True,0,2021-05-02,32.0,13.0,7.11,4.0,8.0,6.0,2,46.0,15.0,2.0,4,2,17.7,ty70009,vz30985,False,,,6.0,adult,448621.72,206914.76,G,3877.07,8.71043,63.1317,81.9797,0.139523946,3.0,3.0,True,15,1,2021-04-11,2021-04-13,-1.0,397,6.0
2021,20211MP69,MP69,2021-05-26,,,2021-04-09,9.0,4.0,1.0,True,0,2021-05-01,31.0,15.0,6.82,4.0,8.0,8.0,7,45.0,15.0,7.0,0,7,17.94,vs84238,vs84227,True,MP69,2019.0,6.0,2,448519.72,206960.76,G,2530.82,76.43,69.0764,61.3033,0.480172977,3.0,3.0,True,48,3,2021-03-31,2021-04-16,-9.0,233,6.0
2021,20211MP7,MP7,2021-06-04,,,2021-04-20,20.0,4.0,,True,0,2021-05-10,40.0,15.0,,,6.0,6.0,6,54.0,15.0,6.0,0,6,15.18,tr42598,vz30572,False,,2019.0,6.0,2,448037.72,207767.76,G,3218.49,64.0216,76.2677,75.7506,0.246143143,3.0,3.0,True,18,0,2021-04-21,2021-04-23,1.0,22,4.0
2021,20211MP71,MP71,2021-05-31,,,2021-04-13,13.0,3.0,0.75,True,0,2021-05-06,36.0,17.0,5.7,3.0,7.0,7.0,7,50.0,15.0,7.0,0,7,18.24,ty68314,ty68263,False,,,6.0,adult,448536.72,206873.76,G,1789.98,0.392277,68.5741,90.495,-0.008639272,3.0,3.0,True,30,0,2021-04-08,2021-04-13,-5.0,583,6.0
2021,20211MP72,MP72,2021-06-16,,,2021-05-01,31.0,8.0,1.0,True,0,2021-05-20,50.0,13.0,6.62,4.0,7.0,7.0,7,64.0,15.0,7.0,1,6,17.26,ty70056,ty69090,True,MP75,2020.0,5.0,1,448484.72,206908.76,G,4147.32,14.6011,73.6585,86.0052,0.069665937,3.0,3.0,True,24,1,2021-05-06,2021-05-09,5.0,177,4.0
2021,20211MP73,MP73,2021-05-31,,,2021-04-15,15.0,3.0,0.67,True,0,2021-05-05,35.0,14.0,4.97,3.0,7.0,7.0,7,49.0,15.0,7.0,0,7,18.77,vz33854,ty70021,False,,2020.0,5.0,1,448396.98,206917.97,G,4254.41,5.17682,82.8436,81.198,0.153020332,3.0,3.0,True,18,1,2021-04-17,2021-04-19,2.0,188,6.0
2021,20211MP76,MP76,2021-05-24,,,2021-04-02,2.0,5.0,1.0,True,0,2021-04-30,30.0,18.0,6.28,4.0,11.0,9.0,2,44.0,15.0,5.0,0,2,14.28,ty70199,ty70011,True,B205,2020.0,5.0,1,448390.72,207004.76,G,3366.79,50.0254,81.4573,48.6586,0.660544334,3.0,3.0,True,15,0,2021-03-31,2021-04-02,-2.0,89,3.0
2021,20211MP77,MP77,2021-05-31,,,2021-04-10,10.0,4.0,1.0,True,0,2021-05-07,37.0,17.0,4.36,3.0,11.0,9.0,8,51.0,15.0,8.0,0,8,16.28,vz30902,vz30598,False,,2018.0,6.0,3,448383.72,207042.76,G,4232.27,37.9794,79.7368,72.8408,0.295027727,3.0,3.0,True,63,1,2021-03-31,2021-04-16,-10.0,60,5.0
2021,20211MP78,MP78,2021-06-16,,,,,,,,0,,,,,,,,0,,,,0,0,,,,,,,,,448423.72,207060.76,G,2624.66,83.0459,74.927,83.401,0.114919813,3.0,3.0,True,18,0,2021-04-17,2021-04-19,,348,5.0
2021,20211MP80,MP80,2021-06-09,,,2021-04-19,19.0,7.0,1.0,True,0,2021-05-13,43.0,18.0,6.82,4.0,7.0,7.0,6,57.0,15.0,6.0,0,6,17.62,ty68368,ty70078,False,,,6.0,adult,448343.72,207270.76,G,1862.75,6.80402,77.3392,77.949,0.208782275,3.0,3.0,True,33,0,2021-03-31,2021-04-23,-19.0,192,5.0
2021,20211MP89,MP89,2021-06-16,,,2021-04-24,24.0,7.0,0.83,True,0,2021-05-18,48.0,16.0,4.86,3.0,9.0,9.0,9,62.0,15.0,9.0,0,9,15.24,,ty68249,,,,,,448096.72,207648.76,G,3958.4,9.82611,82.1434,29.7265,0.868402266,3.0,3.0,False,0,0,,,,0,
2021,20211MP90,MP90,2021-06-04,,,2021-04-15,15.0,3.0,1.0,True,0,2021-05-10,40.0,20.0,6.74,4.0,6.0,5.0,5,54.0,15.0,5.0,0,5,16.48,tw77032,ty68333,True,B11,2020.0,5.0,1,448077.72,207710.76,G,4085.69,44.0355,78.3301,4.15388,0.997373107,3.0,3.0,True,33,1,2021-04-10,2021-04-19,-5.0,251,4.0
2021,20211MP91,MP91,2021-06-10,,,2021-04-26,26.0,3.0,1.0,True,0,2021-05-16,46.0,15.0,6.65,4.0,6.0,6.0,6,60.0,15.0,6.0,0,6,17.5,ty68279,ty70158,False,,2020.0,5.0,1,447955.72,207914.76,G,1911.13,80.1355,73.2151,23.1718,0.919329119,3.0,3.0,True,42,3,2021-04-22,2021-04-29,-4.0,0,
2021,20211MP92,MP92,2021-06-10,,,2021-04-23,23.0,4.0,1.0,True,0,2021-05-15,45.0,16.0,6.08,4.0,7.0,7.0,7,59.0,15.0,7.0,0,7,17.31,vz30994,vz33299,True,B11,2019.0,6.0,2,447983.72,207936.76,G,2839.25,61.1954,71.6766,50.5395,0.635546107,3.0,3.0,True,18,0,2021-04-22,2021-04-24,-1.0,322,6.0
2021,20211MP93,MP93,2021-06-16,,,2021-04-27,27.0,4.0,,True,0,2021-05-21,51.0,19.0,6.77,4.0,6.0,6.0,6,65.0,15.0,6.0,0,6,16.43,,vs84062,,,,,,448018.72,207967.76,G,4614.68,33.952,69.63,62.3611,0.463897601,3.0,3.0,True,18,3,2021-04-30,2021-05-02,3.0,0,
2021,20211MP95,MP95,2021-06-10,,,,,,,,0,,,,,,,,0,,,,0,0,,,,,,,,,447941.72,207986.76,G,5458.72,29.6373,71.4737,355.551,0.996986777,3.0,3.0,True,15,0,2021-03-31,2021-04-02,,0,
2021,20211MP98,MP98,2021-05-24,,,2021-04-22,22.0,3.0,0.75,True,0,,,,5.4,3.0,7.0,,0,,,,0,0,,,,,,,,,447817.72,207173.76,G,9702.75,7.74002,120.32,208.726,-0.876928155,3.0,2.0,True,36,0,2021-04-14,2021-04-19,-8.0,307,4.0
2021,20211O107,O107,2021-06-02,,,2021-04-18,18.0,3.0,1.0,True,0,2021-05-09,39.0,15.0,5.0,3.0,7.0,5.0,5,53.0,15.0,5.0,0,5,16.12,,tw41898,,,,,,445709.33,207638.71,G,5056.46,324.357,104.131,180.914,-0.999872765,2.0,2.0,True,54,5,2021-04-13,2021-04-23,-5.0,157,3.0
2021,20211O112,O112,2021-06-03,,,2021-04-16,16.0,6.0,1.33,True,0,2021-05-10,40.0,18.0,6.7,4.0,7.0,7.0,7,54.0,15.0,7.0,0,7,16.69,ty70575,tw41858,True,O86,2020.0,5.0,1,445957.33,207531.71,G,1984.19,403.242,100.02,252.099,-0.307373226,2.0,3.0,True,18,0,2021-04-19,2021-04-21,3.0,316,3.0
2021,20211O115,O115,2021-06-18,,,2021-04-22,22.0,3.0,1.0,True,0,2021-05-19,49.0,17.0,7.4,4.0,11.0,11.0,11,63.0,15.0,11.0,0,11,18.75,ty70701,tl38938,False,,,6.0,adult,445904.33,207703.71,G,9096.45,306.225,111.39,197.552,-0.953443646,2.0,2.0,True,36,1,2021-04-13,2021-04-18,-9.0,679,6.0
2021,20211O118,O118,2021-06-18,,,2021-04-27,27.0,4.0,0.33,True,0,2021-05-24,54.0,17.0,7.1,4.0,11.0,10.0,10,68.0,15.0,10.0,0,10,16.35,ty69096,,False,,2019.0,6.0,2,446026.33,207781.71,G,5979.81,195.492,118.277,158.575,-0.93089652,2.0,2.0,True,18,1,2021-04-25,2021-04-27,-2.0,169,4.0
2021,20211O12,O12,2021-05-31,,,2021-04-16,16.0,5.0,1.0,True,0,2021-05-09,39.0,14.0,5.4,3.0,10.0,9.0,9,53.0,15.0,9.0,0,9,17.66,tr43207,,True,O27A,2018.0,6.0,3,445404.72,208227.76,G,4151.42,104.061,109.419,283.669,0.236312453,2.0,3.0,True,18,1,2021-04-15,2021-04-17,-1.0,146,2.0
2021,20211O13,O13,2021-07-12,,,2021-06-14,75.0,15.0,,True,0,,,,,,1.0,,0,,,,0,0,,,,,,,,,445364.72,208273.76,G,8775.03,61.3745,107.023,244.501,-0.430495344,2.0,3.0,False,0,0,,,,0,
2021,20211O18,O18,2021-06-07,,,2021-04-19,19.0,2.0,1.0,True,0,2021-05-10,40.0,15.0,4.6,3.0,7.0,7.0,4,54.0,15.0,5.0,1,3,11.22,vz31037,ty68155,True,EX75A,2018.0,6.0,3,445339.57,207980.91,G,2048.82,130.291,120.028,280.693,0.185546565,2.0,2.0,True,36,4,2021-04-19,2021-04-24,0.0,68,1.0
2021,20211O241,O241,2021-06-30,,,2021-05-11,41.0,9.0,,True,0,2021-05-30,60.0,12.0,5.5,3.0,8.0,8.0,7,74.0,15.0,7.0,0,7,17.53,,pf71202,,,,,,,,,,,,,,,,False,0,0,,,,0,
2021,20211O27A,O27A,2021-06-16,,,2021-04-22,22.0,5.0,1.0,True,0,2021-05-15,45.0,16.0,4.9,3.0,8.0,8.0,8,59.0,15.0,8.0,0,8,18.51,,,,,,,,445122.72,207833.76,G,581.914,0.282111,109.411,147.901,-0.847131196,5.0,3.0,False,0,0,,,,0,
2021,20211O28,O28,2021-06-02,,,2021-04-22,22.0,5.0,1.0,True,0,2021-05-11,41.0,14.0,4.2,3.0,6.0,6.0,6,55.0,15.0,6.0,0,6,17.45,vz33551,ty69311,False,,2018.0,6.0,3,445160.95,207823.54,G,1181.03,0.408664,105.168,146.066,-0.829681166,5.0,3.0,False,0,0,,,,0,
2021,20211O3,O3,2021-06-07,,,2021-04-18,18.0,5.0,1.0,True,0,2021-05-11,41.0,13.0,4.2,3.0,11.0,9.0,9,55.0,15.0,9.0,0,9,16.56,tl38436,ty69305,True,EX7,2019.0,6.0,2,445269.72,208067.76,G,2279.54,74.6038,111.623,350.366,0.985896901,5.0,3.0,True,18,0,2021-04-18,2021-04-20,0.0,102,3.0
2021,20211O30,O30,2021-05-31,,,2021-04-15,15.0,6.0,1.0,True,0,2021-05-09,39.0,15.0,5.2,3.0,10.0,9.0,8,53.0,15.0,8.0,0,8,16.65,tv44361,te80789,True,O38A,2017.0,6.0,4,445291.72,207960.76,G,1307.58,82.9586,118.028,216.503,-0.803825715,2.0,3.0,True,18,2,2021-04-15,2021-04-17,0.0,1022,9.0
2021,20211O34,O34,2021-06-16,,,2021-04-30,30.0,3.0,1.0,True,0,2021-05-21,51.0,13.0,4.8,3.0,9.0,9.0,9,65.0,15.0,9.0,0,9,18.59,tw41625,ty69382,False,,2019.0,6.0,2,445302.72,207803.76,G,1834.15,127.669,101.803,218.718,-0.780233943,4.0,3.0,True,57,4,2021-03-27,2021-05-03,-34.0,276,2.0
2021,20211O38,O38,2021-06-22,,,2021-04-27,27.0,6.0,1.0,True,0,2021-05-22,52.0,18.0,4.4,3.0,8.0,7.0,5,67.0,16.0,5.0,1,5,18.5,,vn56886,,,,,,445313.72,207707.76,G,1927.28,145.811,97.4083,267.66,-0.040829352,4.0,3.0,False,0,0,,,,0,
2021,20211O40,O40,2021-07-03,,,2021-05-25,55.0,10.0,,True,0,,,,,,6.0,,0,,,,0,0,,,,,,,,,445462.72,207850.76,G,4836.24,277.056,111.329,201.097,-0.932972383,2.0,3.0,False,0,0,,,,0,
2021,20211O44,O44,2021-05-23,,,2021-04-21,21.0,5.0,1.0,True,0,2021-05-16,46.0,17.0,4.5,3.0,9.0,7.0,0,,,,7,0,,,,,,,,,445380.72,207931.76,G,1549.26,174.44,117.79,190.592,-0.982961024,2.0,2.0,True,18,2,2021-04-22,2021-04-24,1.0,220,3.0
2021,20211O48,O48,2021-05-29,,,2021-04-15,15.0,4.0,,True,0,2021-05-07,37.0,16.0,7.7,4.0,7.0,7.0,5,51.0,15.0,5.0,3,2,15.36,vj57893,tv44478,False,,,6.0,adult,445470.72,207553.76,G,3107.39,166.2,98.2049,202.779,-0.922005122,4.0,3.0,True,18,1,2021-04-19,2021-04-21,4.0,107,3.0
2021,20211O57,O57,2021-06-02,,,2021-04-29,29.0,3.0,0.67,True,0,2021-05-21,51.0,16.0,4.6,3.0,7.0,7.0,0,,,,4,0,,,ty69374,,,,,,445453.72,208114.76,G,1853.9,187.761,118.237,283.488,0.233241706,5.0,2.0,True,18,0,2021-04-30,2021-05-02,1.0,0,
2021,20211O58,O58,2021-06-07,,,2021-04-16,16.0,5.0,1.0,True,0,2021-05-16,46.0,21.0,4.8,3.0,10.0,10.0,10,60.0,15.0,10.0,0,10,17.33,tr43342,ty70759,False,,,6.0,adult,445427.72,207495.76,G,1644.17,98.4563,91.6145,164.767,-0.964865324,4.0,3.0,True,18,0,2021-04-16,2021-04-18,0.0,456,4.0
2021,20211O60,O60,2021-05-16,,,2021-04-19,19.0,5.0,0.5,True,0,2021-05-11,41.0,15.0,5.4,3.0,8.0,8.0,0,,,,8,0,,,,,,,,,445324.72,207450.76,G,4021.94,27.9424,84.5366,219.825,-0.76800415,4.0,3.0,True,18,2,2021-04-20,2021-04-22,1.0,350,2.0
2021,20211O62,O62,2021-07-03,,,2021-05-15,45.0,6.0,,True,0,2021-06-03,64.0,14.0,,,6.0,6.0,6,78.0,15.0,6.0,0,6,18.85,ty70564,ty68635,True,O50,2020.0,5.0,1,445323.72,207872.76,G,1481.79,145.843,111.276,172.615,-0.991704847,2.0,3.0,False,0,0,,,,0,
2021,20211O64,O64,2021-06-03,,,2021-04-22,22.0,4.0,,True,0,2021-05-11,41.0,14.0,6.9,4.0,6.0,6.0,6,55.0,15.0,6.0,0,6,17.73,vz33895,ty68546,False,,2020.0,5.0,1,445472.72,207440.76,G,5704.23,59.4755,86.2441,186.188,-0.994173562,4.0,3.0,False,0,0,,,,0,
2021,20211O66,O66,2021-05-17,,,2021-04-08,8.0,7.0,,True,0,2021-05-04,34.0,17.0,6.9,4.0,10.0,9.0,0,,,,6,0,,vz32983,tw41895,True,O52,2018.0,6.0,3,445582.33,207406.71,G,8278.48,62.2752,87.6958,211.878,-0.849174531,4.0,3.0,True,18,1,2021-04-15,2021-04-17,7.0,27,4.0
2021,20211O7,O7,2021-05-27,,,2021-04-20,20.0,7.0,1.0,True,0,2021-05-13,43.0,16.0,5.0,3.0,8.0,7.0,0,,,,7,0,,vz33619,ty69312,True,O18,2019.0,6.0,2,445203.72,208133.76,G,2269.31,20.9892,101.422,349.908,0.984527656,5.0,3.0,True,18,0,2021-04-22,2021-04-24,2.0,18,3.0
2021,20211O71,O71,2021-05-26,,,2021-04-13,13.0,7.0,1.0,True,0,2021-05-04,34.0,14.0,4.8,3.0,8.0,7.0,2,48.0,15.0,2.0,1,2,18.0,,ty69301,,,,,,445601.33,207494.71,G,10652.67,153.802,93.6586,156.189,-0.914882176,4.0,3.0,True,18,1,2021-04-16,2021-04-18,3.0,0,
2021,20211O75B,O75B,2021-06-18,,,,,,,,0,,,,,,,,0,,,,0,0,,,,,,,,,445871.33,207127.71,G,3325.47,22.9117,93.7333,237.021,-0.54433161,4.0,2.0,True,84,3,2021-04-24,2021-05-07,,199,3.0
2021,20211O75C,O75C,2021-06-04,,,2021-04-21,21.0,6.0,,True,0,2021-05-11,41.0,14.0,5.4,3.0,7.0,6.0,5,55.0,15.0,5.0,0,5,15.52,vz31403,vz31401,False,,2020.0,5.0,1,445833.33,207103.71,G,1308.78,0.918377,89.0988,252.65,-0.298207947,4.0,3.0,True,18,0,2021-04-25,2021-04-27,4.0,80,4.0
2021,20211O75D,O75D,2021-06-04,,,2021-04-18,18.0,3.0,1.0,True,0,2021-05-11,41.0,14.0,5.1,3.0,10.0,7.0,3,55.0,15.0,3.0,0,3,12.03,,tw77016,,,,,,445894.33,207084.71,G,1196.05,1.58892,93.3584,229.473,-0.649806309,4.0,3.0,True,18,0,2021-04-16,2021-04-18,-2.0,330,3.0
2021,20211O76,O76,2021-06-18,,,2021-05-04,34.0,4.0,,,0,,,,,,1.0,,0,,,,0,0,,,,,,,,,445791.33,207210.71,G,13005.66,50.5394,87.5575,261.815,-0.142369806,4.0,3.0,True,90,4,2021-04-25,2021-05-09,-9.0,73,4.0
2021,20211O77,O77,2021-06-02,,,2021-04-19,19.0,3.0,1.0,True,0,2021-05-09,39.0,14.0,6.9,4.0,7.0,6.0,6,53.0,15.0,6.0,0,6,19.3,ty70249,tw77015,False,,2020.0,5.0,1,445712.33,207287.71,G,4567.69,70.8952,84.8768,197.087,-0.955859706,2.0,3.0,True,18,0,2021-04-19,2021-04-21,0.0,236,6.0
2021,20211O78,O78,2021-06-18,,,,,,,,0,,,,,,,,0,,,,0,0,,,,,,,,,445747.33,207342.71,G,5573.11,128.411,86.8011,206.005,-0.898755788,2.0,3.0,True,36,0,2021-04-19,2021-04-24,,0,
2021,20211O8,O8,2021-07-12,,,2021-05-03,33.0,7.0,,,0,,,,,,1.0,,0,,,,0,0,,,,,,,,,445208.72,208155.81,G,2104.38,11.3347,99.3287,334.261,0.90078163,5.0,3.0,True,24,0,2021-05-06,2021-05-09,3.0,0,
2021,20211O83,O83,2021-06-11,,,2021-04-21,21.0,3.0,0.75,True,0,2021-05-18,48.0,20.0,5.0,3.0,8.0,7.0,7,62.0,15.0,7.0,0,7,19.8,vz31466,vz33113,False,,2020.0,5.0,1,445788.33,207625.71,G,7077.37,346.808,101.943,164.812,-0.965071386,2.0,2.0,True,18,3,2021-04-19,2021-04-21,-2.0,191,4.0
2021,20211O86,O86,2021-06-09,,,2021-04-24,24.0,6.0,1.0,True,0,2021-05-17,47.0,15.0,7.5,4.0,9.0,7.0,7,61.0,15.0,7.0,0,7,19.04,tv44375,tw41860,True,SW122,2017.0,6.0,4,445584.33,207655.71,G,6301.98,301.212,109.371,180.026,-0.999999897,2.0,2.0,False,0,0,,,,0,
2021,20211O94,O94,2021-06-06,,,2021-04-22,22.0,3.0,,True,0,2021-05-13,43.0,17.0,6.5,4.0,5.0,2.0,2,57.0,15.0,2.0,0,2,19.4,tw41897,tv44468,False,,2019.0,6.0,2,445958.33,207605.71,G,3614.51,382.012,103.2,195.709,-0.962649229,2.0,2.0,True,18,2,2021-04-22,2021-04-24,0.0,0,
2021,20211P102,P102,2021-06-28,,,2021-05-03,33.0,4.0,0.67,True,0,2021-05-21,51.0,15.0,5.4,3.0,4.0,4.0,4,65.0,15.0,4.0,0,4,19.05,,ty68253,,,,,,,,,,,,,,,,True,15,0,2021-03-30,2021-04-01,-34.0,0,
2021,20211P11,P11,2021-06-28,,,2021-04-26,26.0,4.0,0.33,True,0,2021-05-24,54.0,22.0,4.6,3.0,7.0,7.0,7,68.0,15.0,7.0,0,7,17.5,,vz30892,,,,,,447292.33,207556.71,G,2969.16,257.743,131.751,34.8185,0.820964891,2.0,1.0,True,18,0,2021-04-24,2021-04-26,-2.0,190,5.0
2021,20211P12,P12,2021-06-07,,,2021-04-24,24.0,3.0,,,0,,,,4.5,3.0,3.0,,0,,,,0,0,,,,,,,,,447234.33,207532.71,G,3399.48,232.081,134.037,82.6431,0.128049589,2.0,1.0,True,24,0,2021-04-26,2021-04-29,2.0,103,2.0
2021,20211P18,P18,2021-06-05,True,,2021-05-13,43.0,12.0,1.0,True,0,,,,6.5,4.0,10.0,,0,,,,0,0,,,tw77017,,,,,,446946.33,207593.71,G,4557.41,36.3002,126.691,356.44,0.998070321,2.0,1.0,False,0,0,,,,0,
2021,20211P5,P5,2021-06-28,,,2021-05-05,35.0,3.0,1.0,True,0,2021-05-24,54.0,14.0,4.7,3.0,6.0,5.0,5,68.0,15.0,5.0,0,5,19.54,,tv44297,,,,,,447227.33,207656.71,G,6759.24,152.541,125.782,345.477,0.968047053,2.0,1.0,True,66,5,2021-04-26,2021-05-06,-9.0,0,
2021,20211P6,P6,2021-06-07,,,2021-04-18,18.0,3.0,1.0,True,0,2021-05-16,46.0,20.0,4.6,3.0,9.0,9.0,9,60.0,15.0,9.0,0,9,16.4,vz33661,vs84191,False,,2020.0,5.0,1,447223.33,207763.71,G,16262.91,42.2628,115.163,7.36882,0.991741105,3.0,2.0,True,18,1,2021-04-20,2021-04-22,2.0,420,4.0
2021,20211P7,P7,2021-06-07,,,,,,,,0,,,,,,,,0,,,,0,0,,,,,,,,,447254.33,207742.71,G,6088.19,67.1608,116.716,5.89555,0.994710798,3.0,2.0,True,42,4,2021-04-26,2021-05-02,,0,
2021,20211P9,P9,2021-06-07,,,,,,,,0,,,,,,,,0,,,,0,0,,,,,,,,,447314.33,207802.71,G,7218.79,20.161,111.691,353.055,0.99266268,3.0,2.0,True,18,0,2021-04-24,2021-04-26,,0,
2021,20211SW1,SW1,2021-06-08,,,2021-04-21,21.0,6.0,1.0,True,0,2021-05-15,45.0,15.0,4.9,3.0,10.0,9.0,9,59.0,15.0,9.0,0,9,18.13,tl38908,ty69003,True,EX120,2019.0,6.0,2,446202.33,207910.71,G,4416.32,6.38024,144.061,190.966,-0.981740239,3.0,2.0,True,18,0,2021-04-25,2021-04-27,4.0,0,
2021,20211SW101,SW101,2021-06-07,,,2021-04-24,24.0,7.0,1.0,True,0,2021-05-14,44.0,13.0,5.0,3.0,8.0,7.0,7,58.0,15.0,7.0,0,7,17.03,vz32966,pf71359,True,SW35,2018.0,6.0,3,446187.33,207225.71,G,11703.36,100.901,127.48,257.508,-0.216303295,3.0,2.0,True,24,0,2021-04-27,2021-04-30,3.0,0,
2021,20211SW102,SW102,2021-07-02,,,,,,,,0,,,,,,,,0,,,,0,0,,,,,,,,,446220.33,207169.71,G,3555.53,46.1666,124.56,196.29,-0.959854263,3.0,2.0,True,42,0,2021-04-25,2021-05-01,,61,3.0
2021,20211SW103,SW103,2021-07-02,,,2021-04-26,26.0,7.0,1.0,True,0,,,,4.6,3.0,6.0,,0,,,,0,0,,,,,,,,,446179.33,207147.71,G,2531.28,84.0359,119.96,224.044,-0.718806129,3.0,2.0,False,0,0,,,,0,
2021,20211SW107,SW107,2021-06-09,,,2021-04-25,25.0,7.0,1.0,True,0,2021-05-15,45.0,15.0,5.2,3.0,6.0,6.0,6,59.0,15.0,6.0,0,6,18.6,pf71360,vz33149,False,,2020.0,5.0,1,446138.33,207049.71,G,3962.04,27.1396,106.582,215.898,-0.810062108,5.0,3.0,True,24,0,2021-04-27,2021-04-30,2.0,181,2.0
2021,20211SW109,SW109,2021-07-02,,,2021-04-27,27.0,4.0,,,0,,,,6.3,4.0,7.0,,0,,,,0,0,,,,,,,,,446096.33,207150.71,G,2304.58,92.2754,111.849,214.669,-0.822451931,5.0,2.0,True,39,0,2021-03-31,2021-05-01,-27.0,0,
2021,20211SW114,SW114,2021-05-15,,,2021-04-10,10.0,6.0,,True,0,2021-05-03,33.0,21.0,5.5,3.0,3.0,3.0,0,,,,2,0,,,tw41854,,,,,,446053.33,207204.71,G,1978.58,122.301,112.996,334.147,0.899915787,2.0,2.0,True,15,0,2021-04-07,2021-04-09,-3.0,630,5.0
2021,20211SW116,SW116,2021-06-08,,,2021-04-20,20.0,3.0,1.0,True,0,2021-05-13,43.0,17.0,6.5,4.0,7.0,7.0,6,57.0,15.0,6.0,0,6,17.92,vz31405,vz33685,False,,2020.0,5.0,1,446054.33,207257.71,G,4252.78,171.186,110.687,264.109,-0.102636288,2.0,2.0,True,18,1,2021-04-19,2021-04-21,-1.0,0,
2021,20211SW119,SW119,2021-06-08,,,2021-04-24,24.0,4.0,,True,0,2021-05-15,45.0,16.0,6.2,4.0,6.0,6.0,3,59.0,15.0,3.0,0,3,16.93,,vz33673,,,,,,446065.33,207348.71,G,8404.07,259.555,113.822,248.021,-0.374266738,2.0,2.0,True,18,1,2021-04-25,2021-04-27,1.0,105,3.0
2021,20211SW121,SW121,2021-06-18,,,2021-04-16,16.0,3.0,1.0,True,0,2021-05-23,53.0,25.0,6.5,4.0,13.0,11.0,10,67.0,15.0,10.0,0,10,15.96,,vz33329,,,,,,446035.33,207357.71,G,6970.28,256.655,110.533,251.379,-0.319306663,2.0,2.0,True,36,1,2021-04-13,2021-04-18,-3.0,762,3.0
2021,20211SW126,SW126,2021-06-08,,,2021-04-23,23.0,6.0,1.0,True,0,2021-05-14,44.0,16.0,5.7,4.0,6.0,6.0,4,58.0,15.0,4.0,1,4,17.25,,ty68217,,,,,,446067.33,207514.71,G,7441.09,362.353,107.925,282.744,0.220595296,2.0,2.0,True,18,1,2021-04-25,2021-04-27,2.0,0,
2021,20211SW130,SW130,2021-06-08,,,2021-04-20,20.0,3.0,1.0,True,0,2021-05-15,45.0,17.0,6.9,4.0,9.0,9.0,9,59.0,15.0,9.0,0,9,19.14,tw41650,ty68607,False,,2019.0,6.0,2,446195.33,207551.71,G,3182.36,236.689,120.43,323.086,0.799537924,2.0,2.0,True,18,0,2021-04-22,2021-04-24,2.0,0,
2021,20211SW133,SW133,2021-05-29,,,2021-04-19,19.0,3.0,1.0,True,0,2021-05-15,45.0,18.0,5.9,4.0,9.0,9.0,0,,,,7,0,,tw77001,ty68283,False,,,6.0,adult,446261.33,207581.71,G,2824.97,166.365,127.72,296.278,0.442726932,2.0,2.0,True,18,1,2021-04-22,2021-04-24,3.0,0,
2021,20211SW16,SW16,2021-06-15,,,2021-04-25,25.0,4.0,1.0,True,0,2021-05-16,46.0,14.0,4.0,3.0,8.0,7.0,7,60.0,15.0,7.0,0,7,17.87,vz33684,vz32782,False,,,6.0,adult,446260.33,207485.71,G,12838.37,204.383,136.466,295.996,0.438308398,2.0,2.0,True,18,3,2021-04-25,2021-04-27,0.0,326,5.0
2021,20211SW18,SW18,2021-06-05,,,2021-04-19,19.0,3.0,1.0,True,0,2021-05-12,42.0,16.0,6.6,4.0,8.0,8.0,5,56.0,15.0,5.0,0,5,18.04,ty68576,tw77069,True,C61A,2020.0,5.0,1,446358.33,207529.71,G,4577.88,101.737,140.405,344.059,0.961545022,3.0,1.0,True,18,0,2021-04-19,2021-04-21,0.0,55,2.0
2021,20211SW19,SW19,2021-06-30,,,,,,,,0,,,,,,,,0,,,,0,0,,,,,,,,,446366.33,207552.71,G,2135.16,79.795,139.765,340.04,0.939931167,3.0,1.0,True,42,0,2021-04-27,2021-05-03,,0,
2021,20211SW21,SW21,2021-07-01,,,2021-05-01,31.0,4.0,,True,0,2021-05-27,57.0,20.0,6.1,4.0,7.0,7.0,7,71.0,15.0,7.0,0,7,16.13,,vz33683,,,,,,446420.33,207585.71,G,3603.4,18.2152,137.683,356.51,0.998145438,3.0,2.0,True,24,1,2021-05-02,2021-05-05,1.0,0,
2021,20211SW23,SW23,2021-06-18,,,2021-04-22,22.0,6.0,1.0,,0,,,,6.2,4.0,8.0,,0,,,,0,0,,,,,,,,,446500.33,207602.71,G,1043.91,2.31803,137.642,13.0253,0.974270639,3.0,2.0,True,24,4,2021-04-28,2021-05-01,6.0,0,
